"Tabell 4A: Döda juli-december 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
,,M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-
J86.9,"Empyem utan fistel",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,3,2,3,-,1
J90-J94,"Andra sjukdomar i lungsäcken",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,2
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,1
J90,"Utgjutning i lungsäcken som ej klassificeras annorstädes",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1
J92.0,"Pleuraplack med känd asbestexponering",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J93.8,"Annan specificerad pneumotorax",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J93.9,"Pneumotorax, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J94.2,Hemotorax,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J94.9,"Pleural sjukdom, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J95-J99,"Andra sjukdomar i andningsorganen",Kv,39,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,2,6,9,10,4,5
,,M,32,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,5,8,3,6,5,2
J96.0,"Akut respiratorisk insufficiens",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,3
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,2,1,-
J96.1,"Kronisk respiratorisk insufficiens",Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3,3,3,3,1
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,1,2,-,1
J96.9,"Respiratorisk insufficiens, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J98.1,Atelektas,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
J98.4,"Andra lungsjukdomar",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,4,4,1,-
,,M,10,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,2,1,2,1
J98.6,"Sjukdomar i diafragma",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J98.7,"Luftvägsinfektioner som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-
J98.8,"Andra specificerade sjukdomar i andningsorganen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
"K00-K93","KAP XI. MATSMÄLTNINGSORGANENS SJUKDOMAR",Kv,660,-,-,-,-,-,-,2,-,1,1,1,9,15,37,57,72,82,117,98,116,52
,,M,714,-,-,-,-,-,-,-,2,1,5,9,22,40,52,75,100,112,107,90,70,29
K00-K14,"Sjukdomar i munhåla, spottkörtlar och käkar",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-
K04.7,"Periradikulär abscess utan fistel",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K08.9,"Sjukdomar och tillstånd i tänderna och omgivande vävnader, ospecificerade",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
K09.0,"Odontogena utvecklingscystor",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K11.2,Spottkörtelinflammation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K12.2,"Inflammation och abscess i munregionen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K20-K31,"Matstrupens, magsäckens och tolvfingertarmens sjukdomar",Kv,74,-,-,-,-,-,-,-,-,-,-,-,-,1,3,4,9,12,11,13,13,8
,,M,105,-,-,-,-,-,-,-,-,-,2,-,6,4,6,16,11,16,20,12,7,5
K20,"Esofagit (inflammation i matstrupen)",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,9,-,-,-,-,-,-,-,-,-,1,-,-,2,1,4,1,-,-,-,-,-
K21.0,"Gastroesofageal refluxsjukdom med esofagit",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
K21.9,"Gastroesofageal refluxsjukdom utan esofagit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
K22.0,"Achalasia cardiae",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
K22.1,"Sår i esofagus",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-
K22.2,"Obstruktion av esofagus",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
K22.3,"Perforation av esofagus",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-
K22.4,Esofagusdyskinesi,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
K22.6,"Gastroesofagealt lacerationssyndrom med blödning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K22.8,"Andra specificerade sjukdomar i esofagus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1
K25.0,"Sår i magsäcken-Akut med blödning",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,2,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,2,1,1,3,1
K25.1,"Sår i magsäcken-Akut med perforation",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,1,3,2
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,-,-
K25.2,"Sår i magsäcken-Akut med både blödning och perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
K25.3,"Sår i magsäcken-Akut utan blödning eller perforation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K25.4,"Sår i magsäcken-Kroniskt eller ospecificerat med blödning",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,3,1,-,1,1
,,M,7,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,2,1,-,-,-
K25.7,"Sår i magsäcken-Kroniskt utan blödning eller perforation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K25.9,"Sår i magsäcken-Ospecificerat som akut eller kronisk utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K26.0,"Sår i tolvfingertarmen-Akut med blödning",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,1
,,M,10,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,-,1,1,2,-,1
K26.1,"Sår i tolvfingertarmen-Akut med perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-
K26.2,"Sår i tolvfingertarmen-Akut med både blödning och perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K26.4,"Sår i tolvfingertarmen-Kroniskt eller ospecificerat med blödning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,1,1,-
K26.5,"Sår i tolvfingertarmen-Kroniskt eller ospecificerat med perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,-
K27.0,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut med blödning",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,1,-
K27.1,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut med perforation",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,2
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,2,-,-
K27.4,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt eller ospecificerat med blödning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
K27.5,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt eller ospecificerat med perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K27.7,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt utan blödning eller perforation",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
K27.9,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Ospecificerat som akut eller kronisk utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K28.1,"Recidivsår efter gastroenterostomi (operation av magsäcken)-Akut med perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K29.2,"Gastrit orsakad av alkohol",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K29.8,Duodenit,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K30,"Funktionell dyspepsi",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K31.8,"Andra specificerade sjukdomar i magsäcken och tolvfingertarmen",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,3,1,2
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,1,1,1
K31.9,"Sjukdom i magsäcken och tolvfingertarmen, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K35-K38,"Sjukdomar i blindtarmen",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,-
K35.2,"Akut appendicit med generaliserad peritonit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K35.3,"Akut appendicit med lokaliserad peritonit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K35.8,"Annan och ospecificerad akut appendicit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K37,"Icke specificerad appendicit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K40-K46,Bråck,Kv,28,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,3,3,7,7,4
,,M,22,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,6,3,5,1,4,-
K40.3,"Ensidigt eller ospecificerat ljumskbråck med inklämning, utan gangrän",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
K40.4,"Ensidigt eller ospecificerat ljumskbråck med gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K40.9,"Ensidigt eller ospecificerat ljumskbråck utan inklämning eller gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K41.3,"Ensidigt eller ospecificerat femoralbråck med inklämning, utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K42.0,"Inklämt navelbråck utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K42.1,"Navelbråck med gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K43.0,"Inklämt ärrbråck utan gangrän",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-
K43.1,"Ärrbråck med gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K43.2,"Ärrbråck utan inklämning eller gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K43.3,"Inklämt parastomalt bråck utan gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K43.6,"Annat och ospecificerat inklämt främre bukväggsbråck utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K43.9,"Annat och ospecificerat främre bukväggsbråck utan inklämning eller gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
K44.0,"Inklämt diafragmabråck utan gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
K44.9,"Diafragmabråck utan inklämning eller gangrän",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-
K45.0,"Annat specificerat bukbråck med inklämning, utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K46.0,"Ospecificerat bukbråck med inklämning, utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-
K50-K52,"Icke infektiös inflammation i tunntarmen och tjocktarmen",Kv,24,-,-,-,-,-,-,-,-,-,-,1,1,-,2,3,-,2,4,4,6,1
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,1,3,2
K50.9,"Crohns sjukdom, ospecificerad",Kv,9,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,3,1,2,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,-,3,1
K51.9,"Ulcerös kolit, ospecificerad",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,4,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1
K52.9,"Icke-infektiös gastroenterit och kolit, ospecificerad",Kv,7,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,1,-,1,-,1
K55-K63,"Andra sjukdomar i tarmen",Kv,179,-,-,-,-,-,-,1,-,-,-,-,1,-,8,9,18,26,42,25,36,13
,,M,150,-,-,-,-,-,-,-,-,-,-,-,2,1,5,11,19,20,35,25,23,9
K55.0,"Akuta kärlsjukdomar i tarmen",Kv,46,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,5,6,15,9,3,2
,,M,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,2,8,6,5,3
K55.1,"Kroniska kärlsjukdomar i tarmen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
K55.2,"Angiodysplasi i kolon",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K55.9,"Kärlsjukdom i tarmen, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-
K56.0,"Paralytisk ileus",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-
K56.2,Volvulus,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,-,1,-
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,2,3,-
K56.3,Gallstensileus,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K56.4,"Annan tilltäppning av tarmen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K56.5,Adherensileus,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,2
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-
K56.6,"Annan och ospecificerad obstruktion av tarmen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K56.7,"Ileus, ospecificerad",Kv,49,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,10,14,5,15,2
,,M,55,-,-,-,-,-,-,-,-,-,-,-,1,1,2,6,4,11,12,7,8,3
K57.0,"Divertikel i tunntarmen med perforation och abscess",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K57.2,"Divertikel i tjocktarmen med perforation och abscess",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K57.8,"Divertikel i tarmen, ospecificerad lokalisation, med perforation och abscess",Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,2,3,1,2
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,6,-,1,-
K57.9,"Divertikel i tarmen, ospecificerad lokalisation, utan perforation eller abscess",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1
K59.0,Obstipation,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-
K59.2,"Neurogen tarmrubbning som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K61.1,Rektalabscess,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K62.3,Rektalprolaps,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K62.5,"Blödning i anus och rektum",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
K63.1,"Perforation (icke-traumatisk) av tarmen",Kv,24,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,5,-,6,4,3,4
,,M,16,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4,1,4,4,1,-
K63.2,Tarmfistel,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K63.9,"Sjukdom i tarmen, ospecificerad",Kv,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-
K64.9,"Hemorrojder, ospecificerade",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K65-K67,"Sjukdomar i bukhinnan",Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,5,7,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-
K65.0,"Akut peritonit",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,4,6,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
K65.9,"Peritonit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K66.0,"Peritoneala adherenser",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K70-K77,"Sjukdomar i levern",Kv,155,-,-,-,-,-,-,1,-,1,1,-,7,11,20,29,31,20,16,10,4,4
,,M,239,-,-,-,-,-,-,-,2,1,2,8,12,29,33,35,43,40,18,11,4,1
K70.0,Alkoholfettlever,Kv,5,-,-,-,-,-,-,1,-,-,-,-,1,1,-,2,-,-,-,-,-,-
,,M,11,-,-,-,-,-,-,-,-,-,-,2,1,3,3,1,1,-,-,-,-,-
K70.1,Alkoholhepatit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,9,-,-,-,-,-,-,-,1,-,-,-,-,3,3,2,-,-,-,-,-,-
K70.2,"Leverfibros och leverskleros orsakad av alkohol",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K70.3,"Levercirros orsakad av alkohol",Kv,41,-,-,-,-,-,-,-,-,1,-,-,4,2,11,11,8,4,-,-,-,-
,,M,81,-,-,-,-,-,-,-,1,-,-,4,7,8,14,12,17,11,6,1,-,-
K70.4,"Leversvikt orsakad av alkohol",Kv,14,-,-,-,-,-,-,-,-,-,1,-,-,3,2,2,5,1,-,-,-,-
,,M,26,-,-,-,-,-,-,-,-,-,-,-,-,4,3,7,5,7,-,-,-,-
K70.9,"Leversjukdom orsakad av alkohol, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K71.8,"Toxisk leversjukdom med andra specificerade sjukdomar i levern",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K72.0,"Akut och subakut leversvikt",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
K72.1,"Kronisk leversvikt",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,1,1,-,1,1
,,M,16,-,-,-,-,-,-,-,-,-,-,2,1,2,-,3,2,2,2,2,-,-
K72.9,"Leversvikt, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,1,-,-
K74.3,"Primär biliär cirros",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,3,1,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K74.6,"Annan och ospecificerad levercirros",Kv,49,-,-,-,-,-,-,-,-,-,-,-,2,2,3,9,9,6,9,8,1,-
,,M,76,-,-,-,-,-,-,-,-,-,2,-,3,8,7,7,14,15,10,6,3,1
K75.0,Leverabscess,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K75.4,"Autoimmun hepatit",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,2,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
K75.8,"Andra specificerade inflammatoriska leversjukdomar",M,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
K76.0,"Fettlever som ej klassificeras på annan plats",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
K76.8,"Andra specificerade sjukdomar i levern",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K76.9,"Leversjukdom, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,1
