"Tabell4A:Dödajanuari-juni2021efterunderliggandedödsorsakenligtICD:sdetaljlista,könochålder.Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
J93.8,Annan specificerad pneumotorax,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,1,-
J93.9,"Pneumotorax, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
J94.9,"Pleural sjukdom, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J95-J99,Andra sjukdomar i andningsorganen,Kv,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,6,6,6,6,5
,,M,34,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,3,5,6,6,3,4
J96.0,Akut respiratorisk insufficiens,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,1
J96.1,Kronisk respiratorisk insufficiens,Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,2,1,2,1
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,2,1,1
J96.9,"Respiratorisk insufficiens, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
J98.1,Atelektas,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J98.2,Interstitiellt emfysem,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
J98.4,Andra lungsjukdomar,Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,1,3
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,3,1,-,2
J98.6,Sjukdomar i diafragma,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J98.7,Luftvägsinfektioner som ej klassificeras på annan plats,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
J98.8,Andra specificerade sjukdomar i andningsorganen,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J98.9,"Sjukdomar i andningsorganen, ospecificerade",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K00-K93,KAP XI. MATSMÄLTNINGSORGANENS SJUKDOMAR,Kv,711,-,-,-,-,-,-,-,1,3,5,9,17,24,32,39,64,101,113,117,113,73
,,M,758,-,2,-,-,-,-,-,3,5,3,15,26,38,51,94,112,127,117,89,56,20
K00-K14,"Sjukdomar i munhåla, spottkörtlar och käkar",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1
K08.9,"Sjukdomar och tillstånd i tänderna och omgivande vävnader, ospecificerade",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K11.2,Spottkörtelinflammation,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
K20-K31,"Matstrupens, magsäckens och tolvfingertarmens sjukdomar",Kv,82,-,-,-,-,-,-,-,-,-,-,-,1,5,3,4,6,14,12,15,15,7
,,M,92,-,-,-,-,-,-,-,-,-,-,2,1,5,4,10,11,19,19,7,11,3
K20,Esofagit (inflammation i matstrupen),Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,1,-
,,M,8,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,3,2,-,-,-
K21.0,Gastroesofageal refluxsjukdom med esofagit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K21.9,Gastroesofageal refluxsjukdom utan esofagit,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
K22.0,Achalasia cardiae,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K22.1,Sår i esofagus,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-
K22.2,Obstruktion av esofagus,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,1
K22.3,Perforation av esofagus,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-
K22.4,Esofagusdyskinesi,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K22.5,"Esofagusdivertikel, förvärvad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K22.6,Gastroesofagealt lacerationssyndrom med blödning,M,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-
K22.7,Barretts esofagus,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
K22.8,Andra specificerade sjukdomar i esofagus,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K22.9,"Sjukdom i esofagus, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K25.0,Sår i magsäcken-Akut med blödning,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,1,1
,,M,11,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,1,1,2,1,1,1
K25.1,Sår i magsäcken-Akut med perforation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-
K25.3,Sår i magsäcken-Akut utan blödning eller perforation,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
K25.4,Sår i magsäcken-Kroniskt eller ospecificerat med blödning,Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,1,2,1,-,2
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,1,-
K25.5,Sår i magsäcken-Kroniskt eller ospecificerat med perforation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
K25.7,Sår i magsäcken-Kroniskt utan blödning eller perforation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K25.9,Sår i magsäcken-Ospecificerat som akut eller kronisk utan blödning eller perforation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K26.0,Sår i tolvfingertarmen-Akut med blödning,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,-,-,1,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,2,1,1,-,1,-
K26.1,Sår i tolvfingertarmen-Akut med perforation,Kv,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,3,-,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-
K26.3,Sår i tolvfingertarmen-Akut utan blödning eller perforation,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
K26.4,Sår i tolvfingertarmen-Kroniskt eller ospecificerat med blödning,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,2,-
K26.7,Sår i tolvfingertarmen-Kroniskt utan blödning eller perforation,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K27.0,Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut med blödning,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,3,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,-,-
K27.1,Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut med perforation,Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,5,1,1
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,1,2,1,-
K27.4,Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt eller ospecificerat med blödning,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
K27.5,Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt eller ospecificerat med perforation,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
K27.9,Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Ospecificerat som akut eller kronisk utan blödning eller perforation,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K29.1,Annan akut gastrit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K29.5,"Kronisk gastrit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K29.8,Duodenit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K31.1,Hypertrofisk pylorusstenos hos vuxen,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-
K31.8,Andra specificerade sjukdomar i magsäcken och tolvfingertarmen,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K31.9,"Sjukdom i magsäcken och tolvfingertarmen, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K35-K38,Sjukdomar i blindtarmen,Kv,6,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1,1,-,1,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-
K35.2,Akut appendicit med generaliserad peritonit,Kv,4,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K35.3,Akut appendicit med lokaliserad peritonit,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K35.8,Annan och ospecificerad akut appendicit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K37,Icke specificerad appendicit,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K40-K46,Bråck,Kv,25,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,3,2,7,4,6
,,M,33,-,-,-,-,-,-,-,-,-,-,-,1,1,-,5,3,5,6,5,6,1
K40.3,"Ensidigt eller ospecificerat ljumskbråck med inklämning, utan gangrän",Kv,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,2,-,2
,,M,14,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,2,2,4,3,-
K40.4,Ensidigt eller ospecificerat ljumskbråck med gangrän,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K40.9,Ensidigt eller ospecificerat ljumskbråck utan inklämning eller gangrän,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-
K41.4,Ensidigt eller ospecificerat femoralbråck med gangrän,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K42.0,Inklämt navelbråck utan gangrän,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
K42.1,Navelbråck med gangrän,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K43.0,Inklämt ärrbråck utan gangrän,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K43.3,Inklämt parastomalt bråck utan gangrän,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
K43.9,Annat och ospecificerat främre bukväggsbråck utan inklämning eller gangrän,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K44.0,Inklämt diafragmabråck utan gangrän,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
K44.1,Diafragmabråck med gangrän,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K44.9,Diafragmabråck utan inklämning eller gangrän,Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,3
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,1
K46.0,"Ospecificerat bukbråck med inklämning, utan gangrän",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1
K46.9,Ospecificerat bukbråck utan inklämning eller gangrän,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K50-K52,Icke infektiös inflammation i tunntarmen och tjocktarmen,Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,5,1
,,M,11,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,-,1,2,2,1,-
K50.9,"Crohns sjukdom, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,-,1,-,1,-
K51.9,"Ulcerös kolit, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
K52.8,Annan specificerad icke-infektiös gastroenterit och kolit,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K52.9,"Icke-infektiös gastroenterit och kolit, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
K55-K63,Andra sjukdomar i tarmen,Kv,205,-,-,-,-,-,-,-,-,-,1,1,2,3,5,5,17,31,44,39,40,17
,,M,156,-,1,-,-,-,-,-,-,1,-,3,3,2,4,6,24,35,25,32,13,7
K55.0,Akuta kärlsjukdomar i tarmen,Kv,45,-,-,-,-,-,-,-,-,-,-,-,2,-,1,2,2,4,10,14,7,3
,,M,27,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,7,8,1,2,1
K55.1,Kroniska kärlsjukdomar i tarmen,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-
K55.9,"Kärlsjukdom i tarmen, ospecificerad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-
K56.0,Paralytisk ileus,M,8,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,3,-,2,-,-
K56.2,Volvulus,Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,3,-,-,-
,,M,15,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,5,3,-,4,1,-
K56.3,Gallstensileus,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
K56.4,Annan tilltäppning av tarmen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
K56.5,Adherensileus,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,1,-,-
K56.6,Annan och ospecificerad obstruktion av tarmen,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,1
K56.7,"Ileus, ospecificerad",Kv,62,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,6,6,13,11,15,7
,,M,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,10,11,5,2
K57.2,Divertikel i tjocktarmen med perforation och abscess,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-
K57.3,Divertikel i tjocktarmen utan perforation eller abscess,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
K57.8,"Divertikel i tarmen, ospecificerad lokalisation, med perforation och abscess",Kv,21,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,7,2,-,4,2
,,M,10,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,4,1,1,1,1
K57.9,"Divertikel i tarmen, ospecificerad lokalisation, utan perforation eller abscess",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,2,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-
K59.0,Obstipation,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
K60.2,"Analfissur, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K61.0,Analabscess,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K62.5,Blödning i anus och rektum,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K62.6,Sår i anus och rektum,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K62.9,"Sjukdom i anus och rektum, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K63.1,Perforation (icke-traumatisk) av tarmen,Kv,23,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,6,4,6,3,2
,,M,19,-,-,-,-,-,-,-,-,-,-,1,2,-,1,-,4,2,3,4,1,1
K63.2,Tarmfistel,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K63.3,Sår i tarmen,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K63.5,Polyp i tjocktarmen,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
K63.9,"Sjukdom i tarmen, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K65-K67,Sjukdomar i bukhinnan,Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,2,-,2
,,M,15,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,3,3,3,2,-
K65.0,Akut peritonit,Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,2,-,2
,,M,12,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,2,3,2,1,-
K65.8,Annan specificerad peritonit,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K65.9,"Peritonit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K66.1,Hemoperitoneum,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K66.2,Retroperitoneal fibros,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K70-K77,Sjukdomar i levern,Kv,147,-,-,-,-,-,-,-,-,-,2,6,11,13,19,25,20,25,14,5,3,4
,,M,246,-,1,-,-,-,-,-,1,3,1,6,15,24,37,52,41,31,20,12,2,-
K70.0,Alkoholfettlever,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-
K70.1,Alkoholhepatit,Kv,7,-,-,-,-,-,-,-,-,-,1,2,-,-,2,2,-,-,-,-,-,-
,,M,6,-,-,-,-,-,-,-,-,1,-,-,2,1,-,-,-,1,-,1,-,-
K70.3,Levercirros orsakad av alkohol,Kv,34,-,-,-,-,-,-,-,-,-,-,2,2,9,5,6,2,7,-,-,-,1
,,M,87,-,-,-,-,-,-,-,1,1,-,4,7,12,21,22,11,3,4,1,-,-
K70.4,Leversvikt orsakad av alkohol,Kv,7,-,-,-,-,-,-,-,-,-,-,-,3,1,2,1,-,-,-,-,-,-
,,M,28,-,-,-,-,-,-,-,-,-,-,1,3,3,4,10,3,1,2,1,-,-
K70.9,"Leversjukdom orsakad av alkohol, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K71.7,Toxisk leversjukdom med fibros och cirros i levern,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K72.0,Akut och subakut leversvikt,Kv,9,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,3,1,-,-,1
,,M,4,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-
K72.1,Kronisk leversvikt,Kv,9,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,2,-,3,1,-,-
,,M,14,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,4,3,1,1,-,-
K72.9,"Leversvikt, ospecificerad",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,1,1,-
K74.3,Primär biliär cirros,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K74.5,"Biliär cirros, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K74.6,Annan och ospecificerad levercirros,Kv,49,-,-,-,-,-,-,-,-,-,1,1,1,3,7,6,8,11,7,2,2,-
,,M,88,-,-,-,-,-,-,-,-,1,-,1,2,6,7,16,18,20,10,6,1,-
K75.0,Leverabscess,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-
K75.4,Autoimmun hepatit,Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,1,-,-,-
K75.8,Andra specificerade inflammatoriska leversjukdomar,Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-
K76.0,Fettlever som ej klassificeras på annan plats,Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K76.6,Portahypertension,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K76.7,Hepatorenalt syndrom,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K76.8,Andra specificerade sjukdomar i levern,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K76.9,"Leversjukdom, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-
K80-K87,"Sjukdomar i gallblåsan, gallvägarna och bukspottkörteln",Kv,121,-,-,-,-,-,-,-,1,2,2,1,1,3,2,1,8,14,23,24,25,14
,,M,122,-,-,-,-,-,-,-,2,1,1,3,3,4,1,7,18,20,24,17,13,8
K80.0,Gallsten med akut kolecystit,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K80.1,Gallsten med annan kolecystit,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-
K80.2,Gallsten utan kolecystit,Kv,11,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,2,1,2,2
,,M,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,2,1
