"Tabell 4A: Döda januari-juni 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-
J43.2,"Centrilobulärt emfysem",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J43.9,"Lungemfysem, ospecificerat",Kv,41,-,-,-,-,-,-,-,1,-,-,-,-,2,1,2,7,10,11,3,3,1
,,M,51,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,8,16,11,8,1,-
J44.0,"Kroniskt obstruktiv lungsjukdom med akut nedre luftvägsinfektion",Kv,184,-,-,-,-,-,-,-,-,-,-,-,-,2,7,13,25,35,32,40,20,10
,,M,192,-,-,-,-,-,-,-,-,-,-,-,1,1,3,8,21,40,45,44,19,10
J44.1,"Kroniskt obstruktiv lungsjukdom med akut exacerbation, ospecificerad",Kv,77,-,-,-,-,-,-,-,-,-,-,-,-,-,4,6,10,11,20,16,6,4
,,M,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,16,12,14,8,1
J44.8,"Annan specificerad kroniskt obstruktiv lungsjukdom",Kv,14,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,2,2,3,2,1
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,3,2,-
J44.9,"Kroniskt obstruktiv lungsjukdom, ospecificerad",Kv,567,-,-,-,-,-,-,-,-,-,-,-,3,8,18,36,75,121,117,111,64,14
,,M,369,-,-,-,-,-,-,-,-,-,-,-,2,1,17,26,37,85,83,73,34,11
J45.9,"Astma, ospecificerad",Kv,57,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,4,10,9,10,12,9
,,M,28,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,3,7,10,3,2
J46,"Akut svår astma",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J47,"Bronkiektasier (lokala utvidgningar av luftrören)",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,1,1,-,-
J60-J70,"Lungsjukdomar av yttre orsaker",Kv,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,7,5
,,M,50,-,-,-,-,-,-,-,-,-,-,1,1,-,3,2,3,8,8,12,5,7
J61,"Pneumokonios (dammlunga) orsakad av asbest och andra mineralfibrer",M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-
J62.8,"Pneumokonios orsakad av annat damm som innehåller kisel",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1
J64,"Icke specificerad pneumokonios (dammlunga)",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J67.9,"Hypersensitivitetspneumonit orsakad av organiskt damm, ospecificerat",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J69.0,"Pneumonit orsakad av föda eller uppkräkt maginnehåll",Kv,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,7,5
,,M,40,-,-,-,-,-,-,-,-,-,-,1,1,-,3,2,2,7,5,9,5,5
J70.4,"Läkemedelsutlöst interstitiell lungsjukdom, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J80-J84,"Andra lungsjukdomar som huvudsakligen engagerar interstitiet (lungornas stödjevävnad)",Kv,111,-,-,-,-,-,-,-,-,-,-,-,3,3,4,2,14,16,27,22,12,8
,,M,193,-,-,-,-,-,-,-,-,-,1,1,2,1,9,16,24,39,49,33,14,4
J80,"Akut andningssviktsyndrom hos vuxen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
J81,Lungödem,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,2
,,M,9,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,1,4,-,-
J82,"Lungeosinofili som ej klassificeras annorstädes",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J84.0,"Alveolära och parietoalveolära tillstånd",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
J84.1,"Annan interstitiell lungsjukdom med fibros",Kv,96,-,-,-,-,-,-,-,-,-,-,-,2,2,4,1,12,16,24,19,10,6
,,M,170,-,-,-,-,-,-,-,-,-,1,-,1,1,7,14,24,33,45,27,13,4
J84.8,"Andra specificerade interstitiella lungsjukdomar",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J84.9,"Interstitiell lungsjukdom, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,2,1,-
,,M,12,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,-,2,3,1,1,-
J85-J86,"Variga och nekrotiska tillstånd i nedre luftvägarna",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,2,3,2,-
,,M,21,-,-,-,-,-,-,-,-,-,1,-,-,1,-,4,2,4,6,-,1,2
J85.1,"Lungabscess med pneumoni",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,1
J85.2,"Lungabscess utan pneumoni",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
J86.0,"Empyem med fistel",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J86.9,"Empyem utan fistel",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,1,-
,,M,14,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,2,5,-,1,1
J90-J94,"Andra sjukdomar i lungsäcken",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,3,-,2
J90,"Utgjutning i lungsäcken som ej klassificeras annorstädes",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,2
J92.0,"Pleuraplack med känd asbestexponering",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J93.8,"Annan specificerad pneumotorax",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
J93.9,"Pneumotorax, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
J94.2,Hemotorax,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
J95-J99,"Andra sjukdomar i andningsorganen",Kv,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,6,8,10,5
,,M,36,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,4,7,5,8,5,2
J96.0,"Akut respiratorisk insufficiens",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,3,-,-
J96.1,"Kronisk respiratorisk insufficiens",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,1,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,3,1,1
J96.9,"Respiratorisk insufficiens, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J98.1,Atelektas,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
J98.2,"Interstitiellt emfysem",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J98.4,"Andra lungsjukdomar",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,4,2,-
,,M,13,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,5,2,2,1,-
J98.7,"Luftvägsinfektioner som ej klassificeras på annan plats",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,4
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-
J98.8,"Andra specificerade sjukdomar i andningsorganen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J98.9,"Sjukdomar i andningsorganen, ospecificerade",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"K00 - K93","KAP XI. MATSMÄLTNINGSORGANENS SJUKDOMAR",Kv,664,1,-,-,-,-,-,1,2,-,4,4,17,25,28,47,70,98,90,123,118,36
,,M,695,-,-,-,-,-,1,1,1,2,7,14,26,35,54,80,96,98,120,87,51,22
K00-K14,"Sjukdomar i munhåla, spottkörtlar och käkar",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1
K11.2,Spottkörtelinflammation,Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K12.1,"Andra former av stomatit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K12.2,"Inflammation och abscess i munregionen",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
K20-K31,"Matstrupens, magsäckens och tolvfingertarmens sjukdomar",Kv,82,-,-,-,-,-,-,1,-,-,-,-,-,1,2,7,10,8,14,16,16,7
,,M,98,-,-,-,-,-,-,-,-,-,1,1,4,7,11,9,11,10,18,13,8,5
K20,"Esofagit (inflammation i matstrupen)",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-
K21.9,"Gastroesofageal refluxsjukdom utan esofagit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
K22.0,"Achalasia cardiae",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K22.1,"Sår i esofagus",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
K22.2,"Obstruktion av esofagus",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-
K22.3,"Perforation av esofagus",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
K22.4,Esofagusdyskinesi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K22.5,"Esofagusdivertikel, förvärvad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K22.6,"Gastroesofagealt lacerationssyndrom med blödning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-
K22.7,"Barretts esofagus",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K22.9,"Sjukdom i esofagus, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
K25.0,"Sår i magsäcken-Akut med blödning",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,3,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,1,3,2,-,-
K25.1,"Sår i magsäcken-Akut med perforation",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,3,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,-,1
K25.3,"Sår i magsäcken-Akut utan blödning eller perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
K25.4,"Sår i magsäcken-Kroniskt eller ospecificerat med blödning",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,3,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-
K25.5,"Sår i magsäcken-Kroniskt eller ospecificerat med perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K25.9,"Sår i magsäcken-Ospecificerat som akut eller kronisk utan blödning eller perforation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K26.0,"Sår i tolvfingertarmen-Akut med blödning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,-,-,3,-,-,1
K26.1,"Sår i tolvfingertarmen-Akut med perforation",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,3,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-
K26.2,"Sår i tolvfingertarmen-Akut med både blödning och perforation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K26.3,"Sår i tolvfingertarmen-Akut utan blödning eller perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
K26.4,"Sår i tolvfingertarmen-Kroniskt eller ospecificerat med blödning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,8,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,1,1,-,-,1,-
K26.5,"Sår i tolvfingertarmen-Kroniskt eller ospecificerat med perforation",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-
K26.9,"Sår i tolvfingertarmen-Ospecificerat som akut eller kronisk utan blödning eller perforation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K27.0,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut med blödning",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,3,3,-
K27.1,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut med perforation",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,1,-,3
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,1,1
K27.3,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Akut utan blödning eller perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
K27.4,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt eller ospecificerat med blödning",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,2,-,-
K27.5,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt eller ospecificerat med perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
K27.7,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Kroniskt utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K27.9,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation-Ospecificerat som akut eller kronisk utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K29.0,"Akut hemorragisk gastrit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K29.2,"Gastrit orsakad av alkohol",M,2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
K29.4,"Kronisk atrofisk gastrit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K29.5,"Kronisk gastrit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
K29.6,"Annan specificerad gastrit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K29.8,Duodenit,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K29.9,"Gastroduodenit, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K31.8,"Andra specificerade sjukdomar i magsäcken och tolvfingertarmen",Kv,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-
K31.9,"Sjukdom i magsäcken och tolvfingertarmen, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
K35-K38,"Sjukdomar i blindtarmen",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K35.3,"Akut appendicit med lokaliserad peritonit",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K35.8,"Annan och ospecificerad akut appendicit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K40-K46,Bråck,Kv,30,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,4,5,7,9,-
,,M,22,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,3,5,3,4,3,1
K40.3,"Ensidigt eller ospecificerat ljumskbråck med inklämning, utan gangrän",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,2,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,3,1
K40.4,"Ensidigt eller ospecificerat ljumskbråck med gangrän",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-
K40.9,"Ensidigt eller ospecificerat ljumskbråck utan inklämning eller gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K41.3,"Ensidigt eller ospecificerat femoralbråck med inklämning, utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K42.0,"Inklämt navelbråck utan gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K43.0,"Inklämt ärrbråck utan gangrän",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
K43.1,"Ärrbråck med gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K43.2,"Ärrbråck utan inklämning eller gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K43.3,"Inklämt parastomalt bråck utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K43.9,"Annat och ospecificerat främre bukväggsbråck utan inklämning eller gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K44.0,"Inklämt diafragmabråck utan gangrän",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K44.1,"Diafragmabråck med gangrän",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
K44.9,"Diafragmabråck utan inklämning eller gangrän",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,4,2,3,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
K46.0,"Ospecificerat bukbråck med inklämning, utan gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K46.1,"Ospecificerat bukbråck med gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
K50-K52,"Icke infektiös inflammation i tunntarmen och tjocktarmen",Kv,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,7,3,3,2,2
,,M,18,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,3,4,1,2,2
K50.9,"Crohns sjukdom, ospecificerad",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,2,3,-,-
,,M,8,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,1,1,1
K51.9,"Ulcerös kolit, ospecificerad",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,2,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-
K52.1,"Toxisk gastroenterit och kolit",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K52.9,"Icke-infektiös gastroenterit och kolit, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,1
K55-K63,"Andra sjukdomar i tarmen",Kv,182,-,-,-,-,-,-,-,-,-,-,1,3,-,6,5,23,30,32,37,38,7
,,M,117,-,-,-,-,-,-,-,-,-,-,1,1,7,6,9,10,16,27,20,19,1
K55.0,"Akuta kärlsjukdomar i tarmen",Kv,39,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,7,10,7,5,5,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,5,4,1,3,-
K55.1,"Kroniska kärlsjukdomar i tarmen",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-
K55.9,"Kärlsjukdom i tarmen, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,-
K56.2,Volvulus,Kv,7,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,2,1,1,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3,3,2,-
K56.3,Gallstensileus,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K56.4,"Annan tilltäppning av tarmen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-
K56.5,Adherensileus,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,2,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
K56.6,"Annan och ospecificerad obstruktion av tarmen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-
K56.7,"Ileus, ospecificerad",Kv,45,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,3,4,7,12,14,2
,,M,35,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,4,2,11,7,5,1
K57.0,"Divertikel i tunntarmen med perforation och abscess",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K57.3,"Divertikel i tjocktarmen utan perforation eller abscess",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
K57.8,"Divertikel i tarmen, ospecificerad lokalisation, med perforation och abscess",Kv,21,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,6,3,6,2,1
,,M,11,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,1,-,3,2,1,-
K57.9,"Divertikel i tarmen, ospecificerad lokalisation, utan perforation eller abscess",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,5,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
K58.8,"Annan och ospecificerad irritabel tarm",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K59.0,Obstipation,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K59.2,"Neurogen tarmrubbning som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K59.3,"Megakolon som ej klassificeras på annan plats",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
