"Tabell 4A. Döda 2017 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,
"Deaths 2017 by underlying cause of death (ICD detailed list), sex and age. Number.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,Ålder,Ålder,,,,,,,,,,,,,,,,,,,
J84.9,"Interstitiell lungsjukdom, ospecificerad",Kv,12,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,1,3,2,2
,,M,26,-,-,-,-,-,-,-,-,1,-,1,1,-,-,2,3,9,4,3,2
J85–J86,"Variga och nekrotiska tillstånd i nedre luftvägarna",Kv,26,-,-,-,-,-,-,-,-,-,1,1,-,-,1,3,3,3,7,5,2
,,M,21,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,3,3,4,5,1
J85.1,"Lungabscess med pneumoni",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
J85.2,"Lungabscess utan pneumoni",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-
J85.3,"Abscess i mediastinum",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
J86.0,"Empyem med fistel",Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
J86.9,"Empyem utan fistel",Kv,15,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,5,3,1
,,M,13,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,3,1,1,4,1
J90–J94,"Andra sjukdomar i lungsäcken",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,3,4,4
,,M,17,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,4,5,5
J90,"Utgjutning i lungsäcken som ej klassificeras annorstädes",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,3,4
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,2
J93.8,"Annan specificerad pneumotorax",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2
J93.9,"Pneumotorax, ospecificerad",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
J94.2,Hemotorax,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
J94.8,"Andra specificerade pleurala sjukdomar",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J95–J99,"Andra sjukdomar i andningsorganen",Kv,97,-,-,-,-,-,-,1,-,-,-,-,-,-,1,2,7,8,14,22,42
,,M,93,-,-,-,-,-,-,-,-,-,-,2,2,2,2,4,15,13,16,15,22
J96.0,"Akut respiratorisk insufficiens",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,6
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1
J96.1,"Kronisk respiratorisk insufficiens",Kv,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,4,10,8
,,M,29,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,5,5,7,7,4
J96.9,"Respiratorisk insufficiens, ospecificerad",Kv,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,2
,,M,11,-,-,-,-,-,-,-,-,-,-,2,1,-,1,1,2,1,2,-,1
J98.0,"Sjukdomar i bronker som ej klassificeras annorstädes",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
J98.1,Atelektas,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
J98.2,"Interstitiellt emfysem",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
J98.4,"Andra lungsjukdomar",Kv,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,5,13
,,M,29,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,7,2,4,6,6
J98.5,"Sjukdomar i mediastinum som ej klassificeras annorstädes",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
J98.6,"Sjukdomar i diafragma",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
J98.8,"Andra specificerade sjukdomar i andningsorganen",Kv,20,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,2,2,10
,,M,16,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3,1,1,9
"K00 – K93","KAP XI. MATSMÄLTNINGSORGANENS SJUKDOMAR",Kv,1 351,-,-,-,-,-,-,3,3,3,7,8,19,37,81,96,146,156,208,268,316
,,M,1 476,2,-,-,1,-,3,1,-,7,19,35,48,61,135,171,223,190,199,199,182
K00–K14,"Sjukdomar i munhåla, spottkörtlar och käkar",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,1
K04.7,"Periradikulär abscess utan fistel",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K08.1,"Förlust av tänder som följd av olycksfall, extraktion eller parodontal sjukdom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K08.9,"Sjukdomar och tillstånd i tänderna och omgivande vävnader, ospecificerade",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K11.2,Spottkörtelinflammation,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K12.2,"Inflammation och abscess i munregionen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K20–K31,"Matstrupens, magsäckens och tolvfingertarmens sjukdomar",Kv,164,-,-,-,-,-,-,1,1,-,-,-,1,1,8,11,31,13,17,49,31
,,M,188,-,-,-,-,-,-,-,-,-,1,4,5,9,18,18,22,22,24,27,38
K20,"Esofagit (inflammation i matstrupen)",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
,,M,9,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,-,1,3,-
K21.9,"Gastroesofageal refluxsjukdom utan esofagit",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
K22.0,"Achalasia cardiae",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
K22.1,"Sår i esofagus",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,-,-
K22.2,"Obstruktion av esofagus",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,3
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,2,1
K22.3,"Perforation av esofagus",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,1,1,-
K22.4,Esofagusdyskinesi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K22.5,"Esofagusdivertikel, förvärvad",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
K22.6,"Gastroesofagealt lacerationssyndrom med blödning",M,4,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-
K22.7,"Barretts esofagus",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
K22.8,"Andra specificerade sjukdomar i esofagus",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
K25.0,"Sår i magsäcken, akut med blödning",Kv,14,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,5,-,1,2,3
,,M,25,-,-,-,-,-,-,-,-,-,-,1,2,-,4,2,5,4,3,1,3
K25.1,"Sår i magsäcken, akut med perforation",Kv,22,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,3,3,7,3
,,M,12,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,3,3,1,1
K25.2,"Sår i magsäcken, akut med både blödning och perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K25.3,"Sår i magsäcken, akut utan blödning eller perforation",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
K25.4,"Sår i magsäcken, kroniskt eller icke specificerat med blödning",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,1,1,3
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,1,2
K25.5,"Sår i magsäcken, kroniskt eller icke specificerat med perforation",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2
,,M,5,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,2
K25.6,"Sår i magsäcken, kroniskt eller icke specificerat med både blödning och perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-
K25.7,"Sår i magsäcken, kroniskt utan blödning eller perforation",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
K25.9,"Sår i magsäcken, icke specificerat som akut eller kronisk utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K26.0,"Sår i tolvfingertarmen, akut med blödning",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-
,,M,18,-,-,-,-,-,-,-,-,-,-,-,2,1,1,3,4,1,3,2,1
K26.1,"Sår i tolvfingertarmen, akut med perforation",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,3,3
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,1,1
K26.2,"Sår i tolvfingertarmen, akut med både blödning och perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
K26.3,"Sår i tolvfingertarmen, akut utan blödning eller perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-
K26.4,"Sår i tolvfingertarmen, kroniskt eller icke specificerat med blödning",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,-,2,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,2,1,-,2
K26.5,"Sår i tolvfingertarmen, kroniskt eller icke specificerat med perforation",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K26.6,"Sår i tolvfingertarmen, kroniskt eller icke specificerat med både blödning och perforation",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K26.9,"Sår i tolvfingertarmen, icke specificerat som akut eller kronisk utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1
K27.0,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, akut med blödning",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,2
K27.1,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, akut med perforation",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2,4,-
,,M,16,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,4,3,7
K27.2,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, akut med både blödning och perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
K27.3,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, akut utan blödning eller perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K27.4,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, kroniskt eller icke specificerat med blödning",Kv,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,4,3
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,3
K27.5,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, kroniskt eller icke specificerat med perforation",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,-
,,M,3,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,-
K27.6,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, kroniskt eller icke specificerat med både blödning och perforation",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
K27.7,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, kroniskt utan blödning eller perferation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K27.9,"Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation, icke specificerat som akut eller kronisk utan blödning eller perforation",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1
K29.0,"Akut hemorragisk gastrit",M,3,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-
K29.5,"Kronisk gastrit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
K29.6,"Annan specificerad gastrit",Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K29.7,"Gastrit, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
K29.9,"Gastroduodenit, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K31.1,"Hypertrofisk pylorusstenos hos vuxen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K31.5,"Obstruktion av tolvfingertarmen",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
K31.8,"Andra specificerade sjukdomar i magsäcken och tolvfingertarmen",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,5,2
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2
K35–K38,"Sjukdomar i blindtarmen",Kv,16,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,4,7
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,2,1,2
K35.2,"Akut appendicit med generaliserad peritonit",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K35.3,"Akut appendicit med lokaliserad peritonit",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,3,2
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,1,1
K35.8,"Annan och icke specificerad akut appendicit",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
K37,"Icke specificerad appendicit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K40–K46,Bråck,Kv,35,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,1,6,10,13
,,M,53,1,-,-,-,-,-,-,-,-,-,-,2,5,2,-,7,6,7,14,9
K40.3,"Ensidigt eller icke specificerat ljumskbråck med inklämning, utan gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
,,M,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,9,6
K40.4,"Ensidigt eller icke specificerat ljumskbråck med gangrän",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
K40.9,"Ensidigt eller icke specificerat ljumskbråck utan inklämning eller gangrän",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-
K41.3,"Ensidigt eller icke specificerat femoralbråck med inklämning, utan gangrän",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K42.0,"Inklämt navelbråck utan gangrän",M,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,1,1,1
K42.1,"Navelbråck med gangrän",M,4,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,1,-,-
K42.9,"Navelbråck utan inklämning eller gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K43.0,"Inklämt ärrbråck utan gangrän",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,4
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
K43.2,"Ärrbråck utan inklämning eller gangrän",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
K43.3,"Inklämt parastomalt bråck utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K43.6,"Annat och ospecificerat inklämt främre bukväggsbråck utan gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K43.9,"Annat och ospecificerat främre bukväggsbråck utan inklämning eller gangrän",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K44.0,"Inklämt diafragmabråck utan gangrän",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-
K44.9,"Diafragmabråck utan inklämning eller gangrän",Kv,12,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,4,5
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-
K45.0,"Annat specificerat bukbråck med inklämning, utan gangrän",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K45.8,"Annat specificerat bukbråck utan inklämning eller gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K46.0,"Icke specificerat bukbråck med inklämning, utan gangrän",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
K46.1,"Icke specificerat bukbråck med gangrän",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K50–K52,"Icke infektiös inflammation i tunntarmen och tjocktarmen",Kv,34,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,5,2,8,8,9
,,M,25,-,-,-,-,-,-,-,-,-,2,1,1,-,-,1,4,8,3,2,3
K50.9,"Crohns sjukdom, ospecificerad",Kv,14,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,2,3,2,3
,,M,10,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,4,3,-,1,-
K51.9,"Ulcerös kolit, ospecificerad",Kv,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,3,1
,,M,13,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,4,2,1,3
K52.8,"Annan specificerad icke infektiös gastroenterit och kolit",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
K52.9,"Icke infektiös gastroenterit och kolit, ospecificerad",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,5
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
K55–K63,"Andra sjukdomar i tarmen",Kv,400,-,-,-,-,-,-,1,-,-,1,1,-,7,9,20,28,65,73,95,100
,,M,254,1,-,-,1,-,1,-,-,1,-,-,2,1,11,20,41,36,53,48,38
K55.0,"Akuta kärlsjukdomar i tarmen",Kv,87,-,-,-,-,-,-,1,-,-,1,-,-,2,2,6,8,23,15,16,13
,,M,58,1,-,-,-,-,-,-,-,-,-,-,-,-,4,6,9,8,15,10,5
K55.1,"Kroniska kärlsjukdomar i tarmen",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-
K55.2,"Angiodysplasi i kolon",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K55.9,"Kärlsjukdom i tarmen, ospecificerad",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,4,3,4,5
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,3,1,1,1,1
K56.0,"Paralytisk ileus",Kv,8,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,2,1,2
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-
K56.1,Invagination,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K56.2,Volvulus,Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,3,2,2
,,M,21,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,2,7,1,3
K56.3,Gallstensileus,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
K56.4,"Annan tilltäppning av tarmen",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
K56.5,Adherensileus,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,3,3
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-
K56.6,"Annan och icke specificerad obstruktion av tarmen",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-
K56.7,"Ileus, ospecificerad",Kv,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,9,24,33,32
,,M,77,-,-,-,1,-,1,-,-,1,-,-,2,-,2,2,8,12,14,18,16
K57.0,"Divertikel i tunntarmen med perforation och abscess",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K57.1,"Divertikel i tunntarmen utan perforation eller abscess",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K57.2,"Divertikel i tjocktarmen med perforation och abscess",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,-,-
K57.3,"Divertikel i tjocktarmen utan perforation eller abscess",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
K57.8,"Divertikel i tarmen, icke specificerad lokalisation, med perforation och abscess",Kv,39,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,4,3,11,10,4
,,M,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,6,1,3,2
K57.9,"Divertikel i tarmen, icke specificerad lokalisation, utan perforation eller abscess",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,9,7
,,M,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2
K59.0,Obstipation,Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4,1,3
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1
K59.3,"Megakolon som ej klassificeras annorstädes",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
K61.0,Analabscess,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K62.1,Rektalpolyp,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
K62.3,Rektalprolaps,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
K62.5,"Blödning i anus och rektum",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,5
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3
K63.1,"Perforation av tarmen",Kv,51,-,-,-,-,-,-,-,-,-,-,-,-,3,1,4,-,13,4,9,17
,,M,31,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,6,6,10,3
K63.2,Tarmfistel,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
K63.9,"Sjukdom i tarmen, ospecificerad",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1
